    Table  	Table Abbreviation	Key	Description	Duplicates
SQUOTED  	SQD	SQD0	SQHNUM+SQDLIN	No
SQUOTED  	SQD	SQD1	ORDFLG+SALFCY+BPCORD	Yes
SQUOTED  	SQD	PJMPJT1	PJT	Yes
SREMAC  	SRM	SRM1	SRENUM+MACNUM	No
SREMACCPN  	SRN	SRN0	SRENUM+MACNUM+TPYFLG	Yes
SRESAT  	SRS	SRS0	SRENUM	Yes
SRESTAT  	SST	SST0	USR	Yes
SRETEMPL  	SET	SET0	SETNUM	No
SRETURN  	SRH	SRH0	SRHNUM	No
SRETURN  	SRH	SRH1	SDHNUM	Yes
SRETURN  	SRH	SRH2	CPY+EECNUMDEB+RTNDAT	Yes
SRETURN  	SRH	SRH3	RTNDAT+SRHNUM	No
SRETURND  	SRD	SRD0	SRHNUM+SRDLIN	No
SRETURND  	SRD	SRD1	SDHNUM+SDDLIN	Yes
SRETURND  	SRD	SRD2	SIHNUM+RTNCNOFLG	Yes
SRETURND  	SRD	PJMPJT1	PJT	Yes
STAT  	SAT	SAT0	COD+CPY+FCY+DAT+CRI1+CRI2+CRI3+CRI4+CRI5+CRI6+CRI7+CRI8	No
STATION  	STX	STX0	STI	No
STATIONBOX  	SBX	SBX0	BOX+FCY	No
STATIONBOX  	SBX	SBX1	STI+BOX	Yes
STATPRV  	SAP	SAP0	COD+CPY+FCY+DAT+CRI1+CRI2+CRI3+CRI4+CRI5+CRI6+CRI7+CRI8	No
STJTMP  	SJT	SJT0	ENTCOD+CPY+KEY1+KEY2+KEY3+KEY4+KEY5+STOFCY+UPDCOD+ITMREF+IPTDAT-MVTSEQ-MVTIND	No
STKMVTADJ  	SMA	SMA0	VCRNUM+VCRLIN+VCRTYP+STOFCY+VCRNUMREG+VCRLINREG+VCRTYPREG+ITMREF+LOT+SLO	No
STKMVTADJ  	SMA	SMA1	LLC+NUM	No
STKMVTADJ  	SMA	SMA2	NUM	No
STKMVTITC  	SMI	SMI0	ITCSTRDAT+ITMREF+STOFCY+CSTTYP	No
STKREGWRK  	SRW	SRW0	VCRNUM+VCRLIN+VCRTYP+CREMVTSEQ+CPY+ITMREF+LOT+SLO	No
STKTRS  	SRT	SRT0	SRTTYP+SRTNUM	No
STKTRS  	SRT	SRT1	SRTNUM+SRTTYP	No
STOACCPAR  	SAC	SAC0	PRODAT+FINFCY	No
STOADCSEARCH  	SAS	SAS0	STOFCY+FLWTYP	No
STOALL  	STA	STA0	STOFCY+ITMREF+STOCOU+SEQ	No
STOALL  	STA	STA1	VCRTYP+VCRNUM+VCRLIN+VCRSEQ+STOCOU	Yes
STOALL  	STA	STA2	ITMREF+VCRTYP+VCRNUM+VCRLIN+VCRSEQ+ALLTYP+STOFCY	Yes
STOCK  	STO	STO0	STOFCY+STOCOU	No
STOCK  	STO	STO1	STOFCY+PALNUM+ITMREF	Yes
STOCK  	STO	STO3	ITMREF+STOFCY+LOT+SLO+LOC	Yes
STOCK  	STO	STO4	STOFCY+LOC	Yes
STOCK  	STO	STO5	ITMREF+SERNUM	Yes
STOCK  	STO	STO6	LPNNUM+ITMREF+STOCOU	Yes
STOCOST  	STP	STP0	ITMREF+STOFCY+CSTDAT+CSTTIM+CSTCOU	No
STOCOST  	STP	STP1	ITMREF+STOFCY+VCRTYP+VCRNUM+VCRLIN	Yes
STOCOSTPIT  	STPP	STPP0	ITMREF+STOFCY+CSTDAT+CSTTIM+CSTCOU+PERSTR+VLTNUM	No
STOJOU  	STJ	STJ0	STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND	No
STOJOU  	STJ	STJ1	STOFCY+VCRTYP+VCRNUM+VCRLIN	Yes
STOJOU  	STJ	STJ2	UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND	Yes
STOJOU  	STJ	STJ3	UPDCOD-CREDAT-CRETIM+ITMREF	Yes
STOJOU  	STJ	STJ4	ITMREF+IPTDAT+CREMVTDAT+CREMVTTIM+CREMVTSEQ	Yes
STOJOUOVE  	SJO	SJV0	STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND+OVENAT	No
STOJOUVAL  	SJV	SJV0	STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND	No
STOLOC  	STC	STC0	STOFCY+LOC	No
STOLOC  	STC	STC1	STOFCY+OCPCOD+LOCTYP+PPSSEQ	No
STOLOC  	STC	STC2	STOFCY+LOCTYP+PPSSEQ	No
STOLOC  	STC	STC3	STOFCY+LOCTYP+LOC	No
STOLOC  	STC	STC4	STOFCY+LOCCAT+LOCTYP+LOC	No
STOLOC  	STC	STC5	STOFCY+WRH+LOC	No
STOLOCAFF  	STF	STF0	STOFCY+LOC+ITMREF	No
STOLOCAFF  	STF	STF1	STOFCY+ITMREF+LOC	No
STOLOCRES  	SWL	SWL0	PRONUM+LINNUM	No
STOLOCRES  	SWL	SWL1	STOFCY+LOC	Yes
STOLOT  	STL	STL0	ITMREF+LOT+SLO	No
STOLOT  	STL	STL1	ITMREF+LOTCREDAT+LOT+SLO	No
STOLOT  	STL	STL2	ITMREF+SHLDAT+LOTCREDAT+LOT+SLO	No
STOLOT  	STL	STL3	SHLDAT+ITMREF+LOT+SLO	No
STOLOTFCY  	SLF	SLF0	ITMREF+LOT+SLO+STOFCY	No
STOLOTFCYPIT  	SLFP	SLFP0	ITMREF+LOT+SLO+STOFCY+PERSTR+VLTNUM	No
STOMVTCOST  	SMC	SMC0	CSTCOU+CSTTIM+CSTDAT+VCRNUM+VCRLIN+VCRTYP	No
STOMVTCOST  	SMC	SMC1	CSTCOU+CSTTIM+CSTDAT	Yes
STOPAR  	STE	STE0	STOFCY+TCLCOD	No
STOPRED  	PRE	PRE0	PRHNUM+PRELIN	No
STOPRED  	PRE	PRE1	ORINUM+ORILIN+ORISEQ	Yes
STOPREH  	PRH	PRH0	PRHNUM	No
STOPREH  	PRH	PRH1	STOFCY+DLVFLG+PRHNUM	No
STOPREH  	PRH	PRH2	STOFCY+PRLNUM+DLVFLG+PRHNUM	No
STOPREH  	PRH	PRH3	SDHNUM+PRHNUM	No
STOPRELIS  	PRL	PRL0	PRLNUM+PRLSEQ	No
STOPRELIS  	PRL	PRL1	ORITYP+ORINUM+ORILIN+ORISEQ	Yes
STOPRELIS  	PRL	PRL2	PRHNUM+PRELIN+PRLNUM+PRLSEQ	Yes
STOPRELISW  	PLW	PLW0	PRONUM+WKEY+ORITYP+ORI1+ORI2+ORI3	No
STOPREW  	PRW	PRW0	PRONUM+WKEY+ORITYP+ORI1+ORI2+ORI3	No
STOPREW  	PRW	PRW1	PRONUM+WKEY+WKEYD+ORITYP+ORI1+ORI2+ORI3	No
STOQLYD  	QLD	QLD0	VCRTYP+VCRNUM+VCRLIN	No
STOQLYD  	QLD	QLD1	ITMREF+STOFCY+VCRTYP+VCRNUM+VCRLIN	No
STOQLYD  	QLD	QLD2	VCRTYP+VCRNUM+LOT+SLO+SERNUM	Yes
STOQLYD  	QLD	QLD3	VCRTYP+VCRNUM+VCRLINORI+SERNUM	Yes
STOQLYH  	QLH	QLH0	VCRTYP+VCRNUM	No
STOQLYH  	QLH	QLH1	STOFCY+ITMREF+VCRNUM	No
STOQLYH  	QLH	QLH2	VALFLG+VCRTYP+VCRNUM	No
STOQLYH  	QLH	QLH3	VCRTYPORI+VCRNUMORI+ITMREF	Yes
STOQLYSMP  	SMP	SMP0	VCRTYP+VCRNUM+ITMREF+LOT	No
STOQUAL  	STQ	STQ0	QLYCTLDEM	No
STOQUAL  	STQ	STQ1	ITMREF+LOT+QLYCTLDEM	No
STOREO  	REO	REO0	STOFCY+LOC+ITMREF	No
STOREO  	REO	REO1	VCRTYP+VCRNUM+VCRLIN	Yes
STOREO  	REO	REO2	VCRNUM+VCRLIN	Yes
STOSER  	STS	STS0	ITMREF+SERNUM	No
STOSER  	STS	STS2	ITMREF+SDHTYP+SDHNUM+SDDLIN+SERNUM	No
STOSER  	STS	STS3	ITMREF+STOCOU+SERNUM	No
STOSERW  	SSW	SSW0	ITMREF+SERNUM	No
STOSERW  	SSW	SSW1	PRONUM+ITMREF+SERNUM	No
STOSRG  	SRG	SRG0	STOCOU+VCRTYP+VCRNUM+VCRLIN	No
STOSRG  	SRG	SRG1	STOFCY+ITMREF	Yes
STOSRG  	SRG	SRG2	STOFCY+LOC	Yes
STOSRG  	SRG	SRG3	STOFCY+VCRTYP+VCRNUM+VCRLIN	Yes
STOSRG  	SRG	SRG4	STOFCY+SRGPPS	Yes
STOSRG  	SRG	SRG5	STOFCY+VCRNUM+VCRLIN	Yes
STOSRGW  	SGW	SGW0	STOCOU+VCRTYP+VCRNUM+VCRLIN+SRGSEQ	No
STOSYNW  	SYW	SYW0	CUNLISNUM+STOFCY+ITMREF+SEQ	No
STOSYNW  	SYW	SYW1	STOFCY+ITMREF+LOT+SLO+LOC+STA	Yes
STOSYNW  	SYW	SYW2	STOFCY+ITMREF+SERNUM	Yes
STOTRK  	STR	STR0	ITMREF+LOT+SLO-IPTDAT+MVTSEQ+STOFCY	No
STOTRK  	STR	STR1	VCRTYP+VCRNUM+VCRLIN	Yes
STOTRK  	STR	STR2	ITMREF+SERNUM-IPTDAT+MVTSEQ+STOFCY	Yes
STOTRKWRK  	SKW	SKW0	PRONUM+LEV	No
STOTRKWRK  	SKW	SKW1	CREUSR+CREDAT+PRONUM+LEV	No
STOVALCUM  	SVC	SVC0	PRONUM+STOFCY+TCLCOD+TSINUM+TSICOD+BUY	No
STOVALWRK  	STV	STV0	CREUSR+PRONUM+ITMREF+STOFCY+LOT+STOCOU	No
STOWIPW  	SWW	SWW0	STOCOU+PRONUM+SEQ	No
STPPITTMP  	STPT	STPT0	SYNNUM+ITMREF+STOFCY+CSTDAT+CSTTIM+CSTCOU+PERSTR+VLTNUM	No
SUBCONT  	PRX	PRX0	BPRNUM	No
SVATCTL  	SVAT	SVAT0	ROOTACC+TAXCOD+LEDTYPE	No
SVCRFOOT  	SVF	SVF0	VCRNUM+VCRTYP+DTA	No
SVCRFOOT  	SVF	SVF1	VCRTYP+VCRNUM+DTA	No
SVCRFOOT  	SVF	SVF2	VCRTYP+VCRNUM+CLCORD+DTA	No
SVCRFOOT  	SVF	SVF3	NUM+VCRTYP+VCRNUM+DTA	No
SVCRFOOTLOC  	SVFLOC	SVFLOC0	VCRNUM+VCRTYP+DTA	No
SVCRINVCND  	SVIC	SVIC0	VCRTYP+VCRNUMORI+VCRLINORI+VCRSEQORI	No
SVCRINVCND  	SVIC	SVIC1	VCRTYP+VCRNUMORI	Yes
SVCRINVCND  	SVIC	SVIC2	VCRTYP-VCRNUMORI+VCRLINORI+VCRSEQORI	No
SVCRINVCND  	SVIC	SVIC3	SVICNUM	No
SVCRINVCNDD  	SVICD	SVICD0	VCRTYP+VCRNUMORI+VCRLINORI+VCRSEQORI+VCRINVCNDLIN	No
SVCRINVCNDD  	SVICD	SVICD1	VCRTYP+VCRNUMORI+VCRLINORI+VCRSEQORI	Yes
SVCRINVCNDD  	SVICD	SVICD2	VCRTYP+VCRNUMORI	Yes
SVCRINVCNDD  	SVICD	SVICD3	VCRTYP-VCRNUMORI+VCRLINORI+VCRSEQORI+VCRINVCNDLIN	No
SVCRINVCNDD  	SVICD	SVICD4	VCRNUMORI+VCRLINORI+NEXINVDAT+VCRINVCNDLIN	Yes
SVCRINVCNDD  	SVICD	SVICD5	SVICNUM+VCRINVCNDLIN	No
SVCRINVCNDD  	SVICD	SVICD6	VCRTYP+VCRNUMORI+VCRLINORI+VCRSEQORI+NEXINVDAT-INVCNDQTY+VCRINVCNDLIN	No
SVCRVAT  	SVV	SVV0	VCRTYP+VCRNUM+VAT	No
SVCRVAT  	SVV	SVV1	VCRTYP+VCRNUM+VATTYP+VAT	No
SVCRVAT  	SVV	SVV2	NUM+VCRTYP+VCRNUM+VAT	No
SVCRVATLOC  	SVVLOC	SVV0	VCRTYP+VCRNUM+VAT	No
SWIEZAG  	SWIEZ	SWIEZ0	DAT	No
SWIIMPBVR  	SWIIMP	SWIIMP0	NUMIMP+LINE	No
SWIIMPTMP  	SWITMP	SWITMP0	NUMIMP+LINE	No
SWIIMPTMP  	SWITMP	SWITMP1	NUMIMP+CUR+NUMMICRO	Yes
SWIQRC  	SWIQRC	SWIQRC0	NUM+ORIMOD	No
SWIQRC  	SWIQRC	SWIQRC1	REF+ORIMOD	Yes
SWRKDLV  	SWD	SWD0	PRONUM+SWDKEY+SOHNUM+SOPLIN+SOQSEQ	No
SWRKDLV  	SWD	SWD1	PRONUM+SOHNUM	Yes
SWRKINV  	SWI	SWI0	PRONUM+SWIKEY+SWIKEY1+NUM+LIN+SEQ	No
SWRKINV  	SWI	SWI1	PRONUM+NUM	Yes
SWRKINVCND  	SWICND	SWI0	PRONUM+SWIKEY+SWIKEY1+NUM+LIN+SEQ+VCRINVCNDLIN	No
SWRKINVCND  	SWICND	SWI1	PRONUM+NUM	Yes
SYNCDATA  	SYD	SYD0	SYDNUM	No
SYNCDATA  	SYD	SYD1	SYDUSR	Yes
SYNCLINK  	SYL	SYL0	SYLNUM	No
SYNCPAR  	SYP	SYP0	SYPUSR	No
TAAAXXX  	XXX	XXX0	XXXNUM	No
TABACCINT  	TCI	TCI0	CPYSRC+CPYTGR+FCYSRC+FCYTGR	No
TABACCLIK  	TCK	TCK0	COA+FCY1+FCY2	No
TABALLRUL  	TRU	TRU0	TRUCOD	No
TABBOMALT  	TBO	TBO0	BOMALTTYP+BOMALT	No
TABBOMALT  	TBO	TBO1	FCY+BOMALT+BOMALTTYP	No
TABBOMALT  	TBO	TBO2	BOMALT+BOMALTTYP	No
TABBUDTYP  	TBU	TBU0	BUDTYP+COLNUM	No
TABBUDTYP  	TBU	TBU1	BUDTYP+LINSELCRI	Yes
TABCABCUT  	CUT	CUT0	FCY	No
TABCHANGE  	TCH	TCH0	CHGTYP+CURDEN+CUR+CHGSTRDAT	No
TABCHANGE  	TCH	TCH1	CHGTYP+CURDEN+CHGSTRDAT+CUR	No
TABCODEDT  	TED	TED0	CODEDT+LEG	No
TABCOEFF  	TCO	TCO0	UOM1+UOM2	No
TABCONTAINER  	TCTR	TCTR0	TCTRNUM	No
TABCOSTMET  	TCM	TCM0	VLTCOD	No
TABCOSTMVT  	TVM	TVM0	VLTCOD+MVTTYP+TRSCOD	Yes
TABCOSTMVT  	TVM	TVM1	VLTCOD+NUM+MVTTYP+TRSCOD	No
TABCOUAFF  	TCA	TCA0	MODULE+LEG+CPY	No
TABCOUNTRY  	TCY	TCY0	CRY	No
TABCTL  	TCT	TCT0	TCT+TCTLIN	No
TABCTL  	TCT	TCT1	TCT+ALPCOD+NUMCOD	No
TABCUR  	TCU	TCU0	CUR	No
TABDEPAGIO  	TDA	TDA0	DEP+LEG	No
TABDEPAGIO  	TDA	TDA1	DEP	Yes
TABEECNAT  	TEC	TEC0	EECNAT+LEG	No
TABEECSCH  	TSC	TSC0	EECSCH+LEG	No
TABEXPENS  	TES	TES0	CODEXP	No
TABFILBAN  	TFB	TFB0	COD+BAN+RECTYP+ORDNUM+LEG+NUM	No
TABFILCASH  	TFC	TFC1	MODULE+CODCAS+CODPAR	No
TABFILCASH  	TFC	TFC2	MODULE+CODCAS	Yes
TABFILCASH  	TFC	TFC3	MODULE+CODPAR+CODCAS	No
TABFILTDS  	TFT	TFT0	COD+RECTYP+NUM	No
TABFOR  	TFO	TFO0	FORTYP+FORCOD	No
TABFORLEG  	TFOLEG	TFOLEG0	FORCOD+LEG	No
TABGEOCOD  	TGE	TGE0	GEOCOD	No
TABINVCND  	INVCND	INVCND0	INVCND+LEG	No
TABINVCND  	INVCND	INVCND1	INVCND	Yes
TABINVCNDLIN  	INVCNDD	INVCNDD0	INVCND+LEG+INVCNDLIN	No
TABINVCNDLIN  	INVCNDD	INVCND1	INVCND+INVCNDLIN	Yes
TABINVCNDLIN  	INVCNDD	INVCND2	INVCND+LEG	Yes
TABLAN  	TLA	TLA0	LAN	No
TABLINCFG  	TLP	TLP0	CFGLIN	No
TABLOCTYP  	TLO	TLO0	STOFCY+LOCTYP	No
TABLOCTYP  	TLO	TLO1	STOFCY+LOCCAT+LOCTYP	No
TABMAT  	TMA	TMA0	EMPNUM	No
TABMAT  	TMA	TMA1	USR	Yes
TABMODELIV  	TMD	TMD0	MDL	No
TABMSG  	TMS	TMS0	MSGNUM	No
TABPACKAGE  	TPA	TPA0	PCK	No
TABPAM  	TAM	TAM0	PAM+LEG	No
TABPAYTERM  	TPT	TPT0	PTE+LEG+PTELIN	No
TABPAYTERM  	TPT	TPT1	PTE+PTELIN	Yes
TABPAYTERM  	TPT	TPT2	PTE+LEG	Yes
TABPAYTYP  	TPY	TPY0	PAYTYP+LEG	No
TABPIVTYP  	TPV	TPV0	PIVTYP+LEG	No
TABPLACE  	TPC	TPC0	TPC	No
TABPLACETIME  	TPCT	TPCT0	DPETPC+ARVTPC+TRNTPC+BPTNUM	No
TABPNHTYP  	TPN	TPN0	PNHTYP+LEG	No
TABPNHTYP  	TPN	TPN1	PNHTYP	Yes
TABPRECOD  	PRC	PRC0	STOFCY+NUMCRIT+PRECOD	No
TABPRECOD  	PRC	PRC1	STOFCY+PRECOD	Yes
TABPRTMOD  	TPM	TPM0	TPMCOD	No
TABRATVAT  	TRA	TRA0	VAT+LEG+CPY+STRDAT	No
TABRATVAT  	TRA	TRA1	VAT+CPY+STRDAT	Yes
TABREOPOL  	TRP	TRP0	REOPOL	No
TABROUALT  	TRO	TRO0	ROUALT	No
TABROUALT  	TRO	TRO1	FCY+ROUALT	No
TABROUND  	TRN	TRD0	RNDCOD	No
TABSAFSTO  	TSA	TSA0	SRVRAT	No
TABSCA  	TSR	TSR0	SCANUM	No
TABSDHTYP  	TSD	TSD0	SDHTYP+LEG	No
TABSGHTYP  	TSG	TSG0	SGHTYP+LEG	No
TABSGHTYP  	TSG	TSG1	SGHTYP	Yes
TABSIVTYP  	TSV	TSV0	SIVTYP+LEG	No
TABSIVTYP  	TSV	TSV1	SIVTYP	Yes
TABSOHTYP  	TSO	TSO0	SOHTYP+LEG	No
TABSOHTYP  	TSO	TSO1	SOHTYP	Yes
TABSQHTYP  	TSQ	TSQ0	SQHTYP+LEG	No
TABSQHTYP  	TSQ	TSQ1	SQHTYP	Yes
TABSRHTYP  	TRE	TRE0	SRHTYP+LEG	No
TABSRHTYP  	TRE	TRE1	SRHTYP	Yes
TABSTASTO  	TST	TST0	STASTO	No
TABSTORUL  	SRU	SRU0	TCLCOD+STOFCY+TRSTYP+TRSCOD	No
TABSUBDIV  	ATU	ATU0	CRY+TYP+COD	No
TABTNHTYP  	TTN	TTN0	TNHTYP+LEG	No
TABTNHTYP  	TTN	TTN1	TNHTYP	Yes
TABUNAVAIL  	TUV	UVY0	UVYCOD	No
TABUNIT  	TUN	TUN0	UOM	No
TABUNNBR  	TUNNB	TUNNB0	UNNBR	No
TABVAC  	TVC	TVC0	COD+LEG	No
TABVAC  	TVC	TVC1	VACBPR+VACITM	Yes
TABVAC  	TVC	TVC2	VATTYP-ENAFLG-LEG-GRP-VACBPR-VACITM+COD	No
TABVACBPR  	TVB	TVB0	VACBPR+LEG	No
TABVACITM  	TVI	TVI0	VACITM+LEG	No
TABVAT  	TVT	TVT0	VAT+LEG	No
TABVAT  	TVT	TVT1	VAT	Yes
TABVATEXE  	TEX	TEX0	BPCNUM+NUMORD	No
TABWEEDIA  	TWD	TWD0	TWD	No
TABWIPSTO  	TWS	TWS0	STOCOU+STOSEQ	No
TABWIPSTO  	TWS	TWS1	STOFCY+ITMREF	Yes
TABWIPSTO  	TWS	TWS2	VCRTYP+VCRNUM+VCRLIN	Yes
TABWRKCTR  	TWC	TWC0	WCR	No
TABWRKCTR  	TWC	TWC1	WCRDES	Yes
TACONTAINERC  	TCTRC	TCTRC0	TCTRNUM	No
TANKS  	TKS	TKS0	TKS+FCY	No
TANKSGATES  	TGT	TGT0	TGTTKS+FCY+TGTLIN	No
TANKSGATES  	TGT	TGT1	TGTTKS+FCY+TGTGTS	No
TASK  	TSK	TSK0	TSKNUM	No
TASK  	TSK	TSK1	TSKDAT+TSKNUM	No
TASK  	TSK	TSK2	TSKCMP	Yes
TASK  	TSK	TSK3	TSKCCN	Yes
TASK  	TSK	TSK4	TSKREP+TSKDAT+TSKNUM	No
TASK  	TSK	TSK5	CREUSR	Yes
TAXLINK  	TLK	DLK0	CLE	No
TCBLOB  	TBB	TBB0	CODBLB+IDENT1+IDENT2+IDENT3	No
TCCLOB  	TBC	TBC0	CODCLB+IDENT1+IDENT2+IDENT3	No
TDSPRV  	TPR	TPR0	PRVNUM+CPY	No
TDUPDCLC  	TUC	TUC0	MFGNUM	No
TEXCLOB  	TXC	TXC0	CODE	No
TEXCLOB  	TXC	TXC1	IDENT1+IDENT2+IDENT3	Yes
TEXCPT  	TCC	TCC0	ABRFIC	No
TGRLIS  	TGL	TGL0	TGRTAB	No
TGRLISFIE  	TLF	TLF0	TGRTAB+TGRSSPNUM	Yes
TGRLISFIE  	TLF	TLF1	TGRTAB+TGRSSPNUM+TGRTABLNK+TGRFIE	No
TGRLISLNK  	TLL	TLL0	TGRTAB+TGRLNK	No
TGRLISLNK  	TLL	TLL1	TGRTAB+TGRLNK+TGRLNKIDX	No
TGRSSP  	TGP	TGP0	TGRSSPNUM	No
TGRSSP  	TGP	TGP1	TGR+TGRSSPNUM	Yes
TIMEADJUST  	TAD	TAD0	COD+STRDAT	No
TIMETRANS  	TTR	TTR0	COD	No
TIMEZONEINFO  	TZI	TZI0	COD	No
TIMEZONEINFO  	TZI	TZI1	UTCOFFSET+COD	No
TMP2054  	T54	T540	EDTNUM+CPY+CLATXS+POSTXS	No
TMP2055  	T55	T550	EDTNUM+CPY+CLATXS+POSTXS	No
TMP2855  	TVS	T550	EDTNUM+CPY+IMPSTRDAT+AASREF	No
TMP28578  	TVS2	T5780	EDTNUM+CPY+IMPSTRDAT+AASREF	No
TMPARPT  	TARPT	TARPT0	NUMREQ+USR+RPTCOD+VCRNUM	No
TMPARPTDET  	TARPTD	TSRPTD0	NUMREQ+USR+RPTCOD+VCRNUM+LIN	No
TMPBLA  	TBL	ARM0	NUMREQ+USR+RPTCOD+NUMLIG	No
TMPBLA  	TBL	ARM1	USR+RPTCOD	Yes
TMPCNSBAN  	TCB	TCB0	TCBNUM	No
TMPCNSBAN  	TCB	TCB1	USRCRE+ADXNUM	Yes
TMPCNSBAN  	TCB	TCB2	ACCNUM	Yes
TMPCNSBAN  	TCB	TCB3	NUMPAY+USRCRE+ADXNUM	Yes
TMPCNSESL1  	TESL1	TESL10	USERID+EECNUM+SALTYPCOD+CRY	No
TMPCNSESL1  	TESL1	TESL11	USERID	Yes
TMPCNSESL2  	TESL2	TESL20	USERID+SEQ	No
TMPCNSESL2  	TESL2	TESL21	USERID+EECNUM+SALTYPCOD	Yes
TMPCNSESL2  	TESL2	TESL22	USERID+EECNUM+SALTYPCOD+CRY+CPY+FCYLIN+OFFACC+TAX+TYP+NUM+LIN+ACC+SEQ	No
TMPCNVECAR  	TCE	TCE0	LEDTYP+SOC+SITE+NUM+DEV	No
TMPCPTDTA  	TCD	TCD0	TRTNUM+PCENUM+SEQNUM+DSP+CCE	No
TMPCRPT  	TCRPT	TCRPT0	NUMREQ+USR+RPTCOD+VCRNUM	No
TMPCSRQ  	TCR	TCR0	CREUSR+BPR+FCY+TYP+NUM+DUDDAT+DUDLIG	No
TMPDERO  	TDE	TDE0	EDTNUM+CPY+FCY+AASREF	No
TMPDERO  	TDE	TDE1	EDTNUM+AASREF	No
TMPDFD  	TDF	TDF0	EDTNUM+CPY+FCY+AASREF	No
TMPDFD  	TDF	TDF1	EDTNUM+AASREF	No
TMPEXPENSE  	EXT	EXT0	CPY+CUR+BPRGTETYP+FCY+SEP+DATEXS	Yes
TMPEXPENSE  	EXT	EXT1	ACCNUM	No
TMPFAS1PAGE  	T1PG	T1P0	CPY+AASREF	Yes
TMPFAS246G  	T246	T2460	CPY+AASREF+DPRPLN+POSTXS	Yes
TMPFASLIST  	TFL	TFL0	EDTNUM+AASREF	No
TMPFASLIST  	TFL	TFL1	EDTNUM+CPY+FCY+AASREF	No
TMPFASPHY  	TPH	TPH0	NUMLIG	No
TMPFUP0  	TF0	TFP0	QURNUM	No
TMPFUP0  	TF0	TFP1	CREDAT+QURNUM	No
TMPFUP1  	TF1	TFP1	NUMREQ+BPC+CPY+FCY	No
TMPFUP1  	TF1	TFP2	BPC	Yes
TMPFUP1  	TF1	TFP3	CPY	Yes
TMPFUP2  	TF2	TFP1	NUMREQ+NUMDUD	No
TMPFUP2  	TF2	TFP2	NUMDUD	Yes
TMPFUP2  	TF2	TFP3	BPC	Yes
TMPFUP2  	TF2	TFP4	BPC+FUPMOD	Yes
TMPFUP2  	TF2	TFP5	NUMREQ+FCY	Yes
TMPFUP2  	TF2	TFP6	NUMREQ+LEVFUP	Yes
TMPFUPCMT  	TCF	TCF0	NUMDUD	No
TMPGACCENTRD  	TMPDAE	DAE2	ACCNUM	No
TMPGACCENTRD  	TMPDAE	RPTUID	RPTUID	Yes
TMPGACCENTRY  	TMPHAE	HAE0	TYP+NUM	No
TMPGACCENTRY  	TMPHAE	RPTUID	RPTUID	Yes
TMPKRPT  	TKRPT	TKRPT0	NUMREQ+USR+RPTCOD+VCRNUM	No
TMPLEARNT  	TLR	TDR0	EDTNUM+CPY	No
TMPLISLOF  	TLI	TLI0	EDTNUM+CODLOF+LINLOF	No
TMPLISLOF  	TLI	TLI1	EDTNUM+CPY+FCY+CODLOF+LINLOF	No
TMPLOFGRP  	TLG	TDE0	EDTNUM+CPY+FCY+AASREF+CODLOF+LINLOF	No
TMPLOFGRP  	TLG	TDE1	EDTNUM+CODLOF+LINLOF	No
TMPLOFGRP  	TLG	TDE2	EDTNUM+AASREF	Yes
TMPLTAVCR  	TLTV	TLTV0	NUMREQ+USR+RPTCOD+VCRTYP+VCRNUM+LTVSEQ	No
TMPMASFA2  	MF2	MF10	TRTNUM+OBJREF	No
TMPMASFA2  	MF2	MF11	TRTNUM+CPY+OBJREF	No
TMPMASFAS  	MFS	MFS0	TRTNUM+OBJREF	No
TMPMASFAS  	MFS	MFS1	TRTNUM+CPY+OBJREF	No
TMPMASFAS  	MFS	MFS2	TRTNUM+AASIND+OBJREF	No
TMPMASFAS  	MFS	MFS3	TRTNUM+AASIND+OBJREFO	Yes
TMPMASLCK  	TML	TML0	TRTNUM+OBJREF	Yes
TMPMASLCK  	TML	TML1	TRTNUM+OBJREF+OBJLIN	No
TMPMASLEA  	TLE	MFS0	TRTNUM+OBJREF	No
TMPMASLEA  	TLE	MFS1	TRTNUM+CPY+OBJREF	No
TMPMASLOF  	MLF	MFS0	TRTNUM+OBJREF	No
TMPMASLOF  	MLF	MFS1	TRTNUM+CPY+OBJREF	No
TMPMASPHY  	MPY	MFS0	TRTNUM+OBJREF	No
TMPMASPHY  	MPY	MFS1	TRTNUM+CPY+OBJREF	No
TMPPAYDUD  	TPD	TPD0	CPY+PAYTYP+GRPCRI+FLG	Yes
TMPPAYDUD  	TPD	TPD1	ACCNUM+DUDLIG	No
TMPPAYDUD  	TPD	TPD2	AMTLOC	Yes
TMPPAYDUD  	TPD	TPD3	DUDDAT	Yes
TMPPAYDUD2  	TP2	TP20	CPY+PAYTYP+GRPCRI+FLG+UIDUSR	No
TMPPAYDUD2  	TP2	TP21	AMTLOC	Yes
TMPPAYTOT  	PYT	PYT0	TRC+PAYTYP+FCY+CUR+BAN+DUDDAT+SNS	No
TMPPLNFAS  	TPF	TPF0	TRTNUM+OBJREF+DPRPLN	No
TMPPRPT  	TPRPT	TPRPT0	NUMREQ+USR+RPTCOD+VCRNUM	No
