    Table  	Table Abbreviation	Column	 Normal title  	Type	Length	expression
SPAMOD2961  	SPM2961	RAZSOC	 Nom de l'entreprise	 A  	30	
SPAMOD2961  	SPM2961	REMUNPRE	 Rémunération	 DCB  	9,2	
SPAMOD2961  	SPM2961	SUBCLAVE	 Sous-clé	 C  	2	
SPAMOD2961  	SPM2961	TIPCOD	 Type de code	 A  	1	
SPAMOD2961  	SPM2961	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD2961  	SPM2961	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM2961]UPDUSR
SPAMOD303  	SPM303	ACONJ	 Déclaration d'impôt combinée	 M  	4	
SPAMOD303  	SPM303	ACTIVIDAD	 Activité	 A  	60	
SPAMOD303  	SPM303	ADEDUCIR	 Déduire	 DCB  	15,2	
SPAMOD303  	SPM303	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD303  	SPM303	BANADR	 Adresse	 A  	35	
SPAMOD303  	SPM303	BANCRY	 Pays	 A  	2	
SPAMOD303  	SPM303	BANCTY	 Ville	 A  	30	
SPAMOD303  	SPM303	BANNAME	 Nom de banque	 A  	70	
SPAMOD303  	SPM303	BANSEPA	 Format SEPA	 M  	4	
SPAMOD303  	SPM303	BASEDED	 Bases imposables	 DCB  	15,2	
SPAMOD303  	SPM303	BASEREX	 Base imposable ES	 DCB  	15,2	
SPAMOD303  	SPM303	BASIMPCI	 IP de base imposable	 DCB  	15,2	
SPAMOD303  	SPM303	BASIMPRE	 Base imposable ES	 DCB  	15,2	
SPAMOD303  	SPM303	BASIMPRG	 Base imposable GR	 DCB  	15,2	
SPAMOD303  	SPM303	BASISP	 Base imposable FAI	 DCB  	10,2	
SPAMOD303  	SPM303	BIC	 code BIC	 A  	11	
SPAMOD303  	SPM303	CACREDAT	 Date de faillite	 D  	   	
SPAMOD303  	SPM303	CACREPER	 Procédure de faillite	 M  	4	
SPAMOD303  	SPM303	CASH	 TVA en espèces	 M  	4	
SPAMOD303  	SPM303	CASILLA107	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA109	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA110	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA120	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA122	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA123	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA124	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA125	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA126	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA127	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA128	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA150	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA151	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA152	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA153	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA154	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA155	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA156	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA157	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA158	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA47	 Encadré 47	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA48	 Encadré 48	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA49	 Encadré 49	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA50	 Boîte 50	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA51	 Encadré 51	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA52	 Encadré 52	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA53	 Encadré 53	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA54	 Encadré 54	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA55	 Encadré 55	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA56	 Encadré 56	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA57	 Encadré 57	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA62	 Encadré 62	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA63	 Encadré 63	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA64	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA65	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA66	 Allouer. au montant de l'AT	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA68	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA69	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA70	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA700	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA701	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA702	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA703	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA704	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA705	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA706	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA707	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA708	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA709	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA71	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA710	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA711	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA712	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA713	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA714	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA715	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA716	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA717	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA718	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA719	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA72	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA720	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA721	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA722	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA723	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA724	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA725	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA726	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA727	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA728	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA729	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA730	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA731	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA732	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA733	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA734	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA735	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA74	 Case 74	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA75	 Case 75	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA76	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA77	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA78	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA79	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA80	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA81	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA84	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA85	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA86	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA87	 Boîte n°	 DCB  	10,2	
SPAMOD303  	SPM303	CASILLA88	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA89	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA90	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA91	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA92	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA93	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA94	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA95	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA96	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA97	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA98	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CASILLA99	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	CDEREGS1	 Taxe annuelle dérivée	 DCB  	10,2	
SPAMOD303  	SPM303	CDEREGS2	 Impôt annuel dérivé 2	 DCB  	10,2	
SPAMOD303  	SPM303	CLAVEOTRAS	 Clé des autres activités	 A  	1	
SPAMOD303  	SPM303	CLAVEPRINC	 Clé d'activité principale	 A  	1	
SPAMOD303  	SPM303	CNAEPRO	 Boîte n°	 L  	4	
SPAMOD303  	SPM303	CODACT1	 Activité 1	 ADI  	   	"[ADI]CODE=320;CODACT1"
SPAMOD303  	SPM303	CODACT2	 Activité 2	 ADI  	   	"[ADI]CODE=320;CODACT2"
SPAMOD303  	SPM303	CODADM	 Code du bureau des impôts	 L  	5	
SPAMOD303  	SPM303	COMAPE	 Début du prénom	 A  	4	
SPAMOD303  	SPM303	COMPENSACI	 Compensation	 DCB  	15,2	
SPAMOD303  	SPM303	COMPLEMENT	 Code numérique	 A  	16	
SPAMOD303  	SPM303	COMPLJUST	 Pièce justificative précédente	 A  	13	
SPAMOD303  	SPM303	CONCURSAL	 La faillite	 M  	4	
SPAMOD303  	SPM303	CONCURSO	 Procédure de faillite	 M  	4	
SPAMOD303  	SPM303	CONTACTO	 Personne à contacter	 A  	100	
SPAMOD303  	SPM303	CONVOLANUAL	 Avec volume annuel	 M  	4	
SPAMOD303  	SPM303	COPECOR	 Taxe à payer sur l'opé.	 DCB  	10,2	
SPAMOD303  	SPM303	COPECOR2	 Taxe à payer sur l'opé. 2	 DCB  	10,2	
SPAMOD303  	SPM303	COUMIN	 Impôt minimum	 DCB  	10,2	
SPAMOD303  	SPM303	COUMIN2	 Impôt minimum 2	 DCB  	10,2	
SPAMOD303  	SPM303	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM303]CPY
SPAMOD303  	SPM303	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD303  	SPM303	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM303]CREUSR
SPAMOD303  	SPM303	CSOPECOR	 Taxe d'exploitation	 DCB  	10,2	
SPAMOD303  	SPM303	CSOPECOR2	 Taxe d'exploitation 2	 DCB  	10,2	
SPAMOD303  	SPM303	CSOPOPC1	 Taxe collectée sur l'opé.	 DCB  	10,2	
SPAMOD303  	SPM303	CSOPOPC2	 Taxe collectée sur l'opé. 2	 DCB  	10,2	
SPAMOD303  	SPM303	CUDERREGS	 Impôt annuel dérivé 3	 DCB  	10,2	
SPAMOD303  	SPM303	CUDERREGS2	 Impôt annuel dérivé 4	 DCB  	10,2	
SPAMOD303  	SPM303	CUENTADEV	 Compte bancaire de revenus	 A  	10	
SPAMOD303  	SPM303	CUENTAING	 compte bancaire	 A  	10	
SPAMOD303  	SPM303	CUODEV1	 Quota	 DCB  	10,2	
SPAMOD303  	SPM303	CUODEV2	 Taxe 2	 DCB  	10,2	
SPAMOD303  	SPM303	CUOISP	 FAI fiscal	 DCB  	10,2	
SPAMOD303  	SPM303	CUOTACI	 Propriété intellectuelle fiscale	 DCB  	15,2	
SPAMOD303  	SPM303	CUOTARE	 Fiscalité ES	 DCB  	12,2	
SPAMOD303  	SPM303	CUOTAREX	 Fiscalité ES	 DCB  	12,2	
SPAMOD303  	SPM303	CUOTARG	 Taxe GR	 DCB  	15,2	
SPAMOD303  	SPM303	CUOTASANT	 Taxes à compenser sur cette période	 DCB  	15,2	
SPAMOD303  	SPM303	DCASH	 Destination TVA en espèces	 M  	4	
SPAMOD303  	SPM303	DECCOMP	 Complémentaire	 M  	4	
SPAMOD303  	SPM303	DECCONJ	 Déclaration commune	 DCB  	15,2	
SPAMOD303  	SPM303	DEVOTCRY	 Retour en port dû. autres	 DCB  	10,2	
SPAMOD303  	SPM303	DEVOTCRY2	 Retour en port dû. d'autres 2	 DCB  	10,2	
SPAMOD303  	SPM303	DIA	 Jour	 A  	2	
SPAMOD303  	SPM303	DIFERENCIA	 Différence	 DCB  	15,2	
SPAMOD303  	SPM303	DIGCONTDEV	 Chiffre de contrôle des revenus	 A  	2	
SPAMOD303  	SPM303	DIGCONTING	 Chiffre de contrôle	 A  	2	
SPAMOD303  	SPM303	ENTIDADDEV	 Entité de revenus	 A  	4	
SPAMOD303  	SPM303	ENTIDADING	 Entité	 A  	4	
SPAMOD303  	SPM303	ENTREIC	 Livraisons internes	 DCB  	15,2	
SPAMOD303  	SPM303	EPIGRAFE	 Épigraphe IAE	 DCB  	3,1	
SPAMOD303  	SPM303	EPIGRAFE2	 Épigraphe IAE 2	 DCB  	3,1	
SPAMOD303  	SPM303	EPIGRAOTRA	 Épigraphe d'autres activités	 A  	4	
SPAMOD303  	SPM303	EPIGRAPRIN	 Épigraphe de l'activité principale	 A  	4	
SPAMOD303  	SPM303	EXENTO390	 Exonéré 390	 M  	4	
SPAMOD303  	SPM303	EXPORT	 Exportations	 DCB  	15,2	
SPAMOD303  	SPM303	FECHCORCURSO	 Date d'insolvabilité	 D  	   	
SPAMOD303  	SPM303	FIY	 Exercice fiscal	 A  	4	
SPAMOD303  	SPM303	FORMPAG	 Mode de paiement	 ADI  	   	"[ADI]CODE=319;FORMPAG"
SPAMOD303  	SPM303	IBAN	 Le code IBAN	 A  	34	
SPAMOD303  	SPM303	IMPMODULO2	 Montant du module 2	 DCB  	9,2	
SPAMOD303  	SPM303	IMPMODULOS	 Montant du module	 DCB  	9,2	
SPAMOD303  	SPM303	IMPORTEDEV	 Montant retourné	 DCB  	15,2	
SPAMOD303  	SPM303	IMPORTEING	 Montant collecté	 DCB  	17,2	
SPAMOD303  	SPM303	IMPORTPRO	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	IMPPRODED	 Boîte n°	 DCB  	15,2	
SPAMOD303  	SPM303	INDCOMPLE	 Déclaration complémentaire	 M  	4	
SPAMOD303  	SPM303	INDCORTEM	 Indice de correction d'activité	 DCB  	2,3	
SPAMOD303  	SPM303	INDCORTEM2	 Indice de correction d'activité 2	 DCB  	2,3	
SPAMOD303  	SPM303	INDCOU1	 Index de correction	 DCB  	1,3	
SPAMOD303  	SPM303	INDCOU2	 Index de correction 2	 DCB  	1,3	
SPAMOD303  	SPM303	INDPAG	 Page complémentaire	 A  	1	
SPAMOD303  	SPM303	INDSCORTE2	 Index de correction 4	 DCB  	2,3	
SPAMOD303  	SPM303	INDSCORTEM	 Index de correction 3	 DCB  	2,3	
SPAMOD303  	SPM303	INGC1	 Dépôt sur compte	 DCB  	10,2	
SPAMOD303  	SPM303	INGC2	 Encaissé sur le compte 2	 DCB  	10,2	
SPAMOD303  	SPM303	INGCUEN	 Dépôt sur compte. (C-D)+E	 DCB  	10,2	
SPAMOD303  	SPM303	INGCUEN2	 Dépôt sur compte. (C-D)+E2	 DCB  	10,2	
SPAMOD303  	SPM303	INSRDM	 Inscrit au RDM	 M  	4	
SPAMOD303  	SPM303	IVADED	 TVA déductibles	 DCB  	15,2	
SPAMOD303  	SPM303	LOCALIDAD	 Localité	 A  	16	
SPAMOD303  	SPM303	MES	 Mois	 A  	15	
SPAMOD303  	SPM303	MODBAS	 Socle modifié	 DCB  	10,2	
SPAMOD303  	SPM303	MODCUO	 Taxe modifiée	 DCB  	10,2	
SPAMOD303  	SPM303	MODELO	 Formulaire	 A  	3	
SPAMOD303  	SPM303	MODULOS	 Modules	 L  	8	
SPAMOD303  	SPM303	MODULOS2	 Module 2	 L  	8	
SPAMOD303  	SPM303	NIF	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD303  	SPM303	NOMBRE	 Nom	 A  	15	
SPAMOD303  	SPM303	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD303  	SPM303	OBLANUOPER	 Obligation annuelle	 M  	4	
SPAMOD303  	SPM303	OBSERVAC	 Remarques	 A  	250	
SPAMOD303  	SPM303	OPEOTRAS	 D'autres activités	 A  	40	
SPAMOD303  	SPM303	OPEPRINCIP	 Activité principale	 A  	40	
SPAMOD303  	SPM303	OPERISP	 Opérations FAI	 DCB  	15,2	
SPAMOD303  	SPM303	OPPRO	 Tarif au prorata	 M  	4	
SPAMOD303  	SPM303	PAGINA	 Page	 A  	2	
SPAMOD303  	SPM303	PER	 Période	 A  	2	
SPAMOD303  	SPM303	PERCPRO	 Boîte n°	 DCB  	3,2	
SPAMOD303  	SPM303	PORCUOMIN	 % impôt minimum	 DCB  	2,3	
SPAMOD303  	SPM303	PORCUOMIN2	 % impôt minimum 2	 DCB  	2,3	
SPAMOD303  	SPM303	PORINGC1	 % dépôt sur compte	 DCB  	2,3	
SPAMOD303  	SPM303	PORINGC2	 % dépôt sur le compte 2	 DCB  	2,3	
SPAMOD303  	SPM303	PORINGCUE	 % d'acompte sur le compte. (C-D)+E	 C  	2	
SPAMOD303  	SPM303	PORINGCUE2	 % d'acompte sur le compte. (C-D)+E2	 C  	2	
SPAMOD303  	SPM303	PRECONCURSAL	 Pré-faillite	 M  	4	
SPAMOD303  	SPM303	PRORRATA	 Prorata	 M  	4	
SPAMOD303  	SPM303	RAZSOC	 Nom de l'entreprise	 A  	30	
SPAMOD303  	SPM303	REDU	 Réductions	 DCB  	10,2	
SPAMOD303  	SPM303	REDU2	 Réductions 2	 DCB  	10,2	
SPAMOD303  	SPM303	REGFORAL	 Régime foral uniquement	 M  	4	
SPAMOD303  	SPM303	REGGENERAL	 Règle générale uniquement	 M  	4	
SPAMOD303  	SPM303	REGSIMP	 Règle simplifiée uniquement	 M  	4	
SPAMOD303  	SPM303	RESULDEC	 Montant à déposer	 DCB  	15,2	
SPAMOD303  	SPM303	RESULT	 Résultat	 DCB  	10,2	
SPAMOD303  	SPM303	RESULT2	 Résultat 2	 DCB  	10,2	
SPAMOD303  	SPM303	RESULTADO	 Montant GR	 DCB  	15,2	
SPAMOD303  	SPM303	REVPRO	 Révocation au prorata	 M  	4	
SPAMOD303  	SPM303	REVPRORRATA	 Révocation au prorata	 M  	4	
SPAMOD303  	SPM303	SINACTIV	 Aucune activité	 M  	4	
SPAMOD303  	SPM303	SUCURSADEV	 Direction des revenus	 A  	4	
SPAMOD303  	SPM303	SUCURSAING	 Bifurquer	 A  	4	
SPAMOD303  	SPM303	SUJETOSII	 Soumis au SII	 M  	4	
SPAMOD303  	SPM303	TIPDEC	 Type de déclaration	 ADI  	   	"[ADI]CODE=318;TIPDEC"
SPAMOD303  	SPM303	TIPORE	 Tapez ES	 DCB  	2,2	
SPAMOD303  	SPM303	TIPOREX	 Tapez ES	 DCB  	3,2	
SPAMOD303  	SPM303	TIPORG	 Tapez GR	 DCB  	2,2	
SPAMOD303  	SPM303	TOTALDED	 Franchise totale	 DCB  	15,2	
SPAMOD303  	SPM303	TOTALDEV	 Total accumulé	 DCB  	15,2	
SPAMOD303  	SPM303	TOTBASMOD	 Bases totales modifiées	 DCB  	10,2	
SPAMOD303  	SPM303	TOTCOUMOD	 Total des taxes modifiées	 DCB  	10,2	
SPAMOD303  	SPM303	TYPPRO	 Boîte n°	 A  	1	
SPAMOD303  	SPM303	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD303  	SPM303	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM303]UPDUSR
SPAMOD303  	SPM303	VOLING1	 Volume des revenus	 DCB  	10,2	
SPAMOD303  	SPM303	VOLING2	 Volume des revenus 2	 DCB  	10,2	
SPAMOD303  	SPM303	YEARDEC	 Année de déclaration	 A  	4	
SPAMOD347  	SPM347	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD347  	SPM347	CONTACTO	 Personne à contacter	 A  	40	
SPAMOD347  	SPM347	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM347]CPY
SPAMOD347  	SPM347	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD347  	SPM347	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM347]CREUSR
SPAMOD347  	SPM347	CRN	 Numéro d'identification fiscale du site.	 CRN  	   	
SPAMOD347  	SPM347	DECCOM	 Ajouter. déclaration	 M  	4	
SPAMOD347  	SPM347	DECLARADOS	 Nombre de déclarants	 L  	8	
SPAMOD347  	SPM347	DECSUS	 Remplacer la décl.	 M  	4	
SPAMOD347  	SPM347	FIY	 Exercice fiscal	 A  	4	
SPAMOD347  	SPM347	IMPDECLARA	 Montant déclaré	 DCB  	12,2	
SPAMOD347  	SPM347	IMPINMUEBL	 Montant du loyer de l'immeuble	 DCB  	12,2	
SPAMOD347  	SPM347	INMUEBLES	 Locations	 L  	8	
SPAMOD347  	SPM347	NIFREPRES	 Référence du présentateur	 CRN  	   	
SPAMOD347  	SPM347	NUMDECANT	 Pièce justificative précédente	 A  	13	
SPAMOD347  	SPM347	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD347  	SPM347	NUMDECLAR	 Déclaration précédente	 A  	13	
SPAMOD347  	SPM347	RAZSOCIAL	 Nom de l'entreprise	 A  	40	
SPAMOD347  	SPM347	TELEFONO	 Téléphone	 A  	9	
SPAMOD347  	SPM347	TIPOSOP	 Type de support	 M  	4	
SPAMOD347  	SPM347	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD347  	SPM347	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM347]UPDUSR
SPAMOD347D  	SPM347D	ARRENLOCAL	 De location	 M  	4	
SPAMOD347D  	SPM347D	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD347D  	SPM347D	BLOQUE	 Bloc	 A  	3	
SPAMOD347D  	SPM347D	CALIFNUM	 Code de qualification	 A  	3	
SPAMOD347D  	SPM347D	CLAOPE	 Clé d'opération	 ADI  	   	"[ADI]CODE=329;CLAOPE"
SPAMOD347D  	SPM347D	CODMUNIC	 Code de la commune	 A  	4	
SPAMOD347D  	SPM347D	CODPOSTAL	 Code Postal	 A  	5	
SPAMOD347D  	SPM347D	CODPROV	 Code provincial	 A  	2	
SPAMOD347D  	SPM347D	COMPLEMENTO	 Domaine complémentaire	 A  	40	
SPAMOD347D  	SPM347D	CONTADOR	 Numéro de séquence	 L  	8	
SPAMOD347D  	SPM347D	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM347D]CPY
SPAMOD347D  	SPM347D	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD347D  	SPM347D	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM347D]CREUSR
SPAMOD347D  	SPM347D	CRNDECL	 NIF du contribuable	 CRN  	   	
SPAMOD347D  	SPM347D	CRNDECL1	 NIF du contribuable	 CRN  	   	
SPAMOD347D  	SPM347D	CRNEUOPE	 Numéro de TVA UE	 A  	17	
SPAMOD347D  	SPM347D	CRNREP	 NIF du représentant	 CRN  	   	
SPAMOD347D  	SPM347D	CSHVAT	 TVA en espèces	 M  	4	
SPAMOD347D  	SPM347D	EJERCPCONT	 Paiement en espèces pour l'exercice	 C  	4	
SPAMOD347D  	SPM347D	ESCALERA	 Escalier	 A  	3	
SPAMOD347D  	SPM347D	FIY	 Exercice fiscal	 A  	4	
SPAMOD347D  	SPM347D	IMPOPERAC	 Total annuel	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPORMETAL	 Montant en espèces	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPORT1	 Montant du 1er trimestre	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPORT2	 Montant T2	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPORT3	 Montant T3	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPORT4	 Montant du 4ème trimestre	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPORTETRA	 Montant annuel du transfert de propriété	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPTRAT1	 Montant du transfert T1	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPTRAT2	 Montant du transfert T2	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPTRAT3	 Montant du transfert T3	 DCB  	12,2	
SPAMOD347D  	SPM347D	IMPTRAT4	 Montant du transfert du 4ème trimestre	 DCB  	12,2	
SPAMOD347D  	SPM347D	ISP	 Frais d'autoliquidation du FAI	 M  	4	
SPAMOD347D  	SPM347D	LOCALIDAD	 Localité	 A  	30	
SPAMOD347D  	SPM347D	MUNICIPIO	 Municipalité	 A  	30	
SPAMOD347D  	SPM347D	NOMBREVIA	 Rue	 A  	50	
SPAMOD347D  	SPM347D	NUMCASA	 numéro de rue	 L  	5	
SPAMOD347D  	SPM347D	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD347D  	SPM347D	OPADUANAS	 Informations douanières	 M  	4	
SPAMOD347D  	SPM347D	OPESEGURO	 Assurance	 M  	4	
SPAMOD347D  	SPM347D	PAIS	 Pays	 A  	2	
SPAMOD347D  	SPM347D	PISO	 Sol	 A  	3	
SPAMOD347D  	SPM347D	PORTAL	 Portail	 A  	3	
SPAMOD347D  	SPM347D	PROVINCIA	 Province	 A  	2	
SPAMOD347D  	SPM347D	PUERTA	 Porte	 A  	3	
SPAMOD347D  	SPM347D	RAZSOCDEC	 Nom du tiers	 A  	40	
SPAMOD347D  	SPM347D	RAZSOCDEC1	 Nom du tiers	 A  	40	
SPAMOD347D  	SPM347D	REFERENCIA	 Cadastre	 A  	25	
SPAMOD347D  	SPM347D	SITINMUEBL	 Emplacement	 M  	12	
SPAMOD347D  	SPM347D	TIPOHOJA	 Feuille	 A  	1	
SPAMOD347D  	SPM347D	TIPONUM	 Type d'emplacement	 A  	3	
SPAMOD347D  	SPM347D	TIPOVIA	 Taper	 A  	5	
SPAMOD347D  	SPM347D	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD347D  	SPM347D	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM347D]UPDUSR
